Mod:Item:MetaData, Localized Name
minechem:minechemBucket.molecule.molecule.sodiumoxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.plagioclaseanorthite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.plagioclasealbite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.orthoclase, Chemical Bucket
minechem:minechemBucket.molecule.molecule.biotite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.augite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.talc, Chemical Bucket
minechem:minechemBucket.molecule.molecule.propane, Chemical Bucket
minechem:minechemBucket.molecule.molecule.peridot, Chemical Bucket
minechem:minechemBucket.molecule.molecule.topaz, Chemical Bucket
minechem:minechemBucket.molecule.molecule.zoisite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.cysteine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.threonine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.lysine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.methionine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.tyrosine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.histidine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.phenylalanine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.glutamine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.proline, Chemical Bucket
minechem:minechemBucket.molecule.molecule.leucine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.tryptophan, Chemical Bucket
minechem:minechemBucket.molecule.molecule.isoleucine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.glutamates, Chemical Bucket
minechem:minechemBucket.molecule.molecule.asparagine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.keratin, Chemical Bucket
minechem:minechemBucket.molecule.molecule.asbestos, Chemical Bucket
minechem:minechemBucket.molecule.molecule.lithiumhydroxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.sodiumhydroxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.potassiumhydroxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.rubidiumhydroxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.cesiumhydroxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.franciumhydroxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.hypophosphite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.aluminiumhypophosphite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.omphacite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.silicate, Chemical Bucket
minechem:minechemBucket.molecule.molecule.pyrope, Chemical Bucket
minechem:minechemBucket.molecule.molecule.almadine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.spessartine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.redgarnet, Chemical Bucket
minechem:minechemBucket.molecule.molecule.forsterite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.chromite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.siliconoxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.ironoxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.galliumoxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.arsenicoxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.sulfurdioxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.hydrogensulfide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.sodiumbisulfate, Chemical Bucket
minechem:minechemBucket.molecule.molecule.sodiumsulfate, Chemical Bucket
minechem:minechemBucket.molecule.molecule.dimethyltryptamine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.oleicacid, Chemical Bucket
OpenBlocks:hangglider, Hang Glider
OpenBlocks:generic:0, Glider Wing
OpenBlocks:generic:1, Beam
OpenBlocks:generic:2, Crane Engine
OpenBlocks:generic:3, Crane Magnet
OpenBlocks:generic:5, Line
OpenBlocks:generic:6, Map Controller Module
OpenBlocks:generic:7, Map Memory Module
OpenBlocks:generic:9, Assistant's base
OpenBlocks:generic:10, Unprepared Stencil
OpenBlocks:generic:11, Sketching Pencil
OpenBlocks:luggage, Luggage
OpenBlocks:sonicglasses, Sonic Glasses
OpenBlocks:pencilGlasses:0, Pencil Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:technicolorGlasses:0, Amazing Technicolor Glasses
OpenBlocks:seriousGlasses:0, Badass Glasses
OpenBlocks:craneControl, Crane Control
OpenBlocks:craneBackpack, Crane Backpack
OpenBlocks:slimalyzer, Slimalyzer
OpenBlocks:filledbucket:0, XP Bucket
OpenBlocks:sleepingBag, Sleeping Bag
OpenBlocks:paintBrush, Paint Brush
OpenBlocks:stencil:0, Stencil
OpenBlocks:stencil:1, Stencil
OpenBlocks:stencil:2, Stencil
OpenBlocks:stencil:3, Stencil
OpenBlocks:stencil:4, Stencil
OpenBlocks:stencil:5, Stencil
OpenBlocks:stencil:6, Stencil
OpenBlocks:stencil:7, Stencil
OpenBlocks:stencil:8, Stencil
OpenBlocks:stencil:9, Stencil
OpenBlocks:stencil:10, Stencil
OpenBlocks:stencil:11, Stencil
OpenBlocks:stencil:12, Stencil
OpenBlocks:stencil:13, Stencil
OpenBlocks:stencil:14, Stencil
OpenBlocks:squeegee:0, Squeegee
OpenBlocks:emptyMap, Empty Map
OpenBlocks:cartographer:0, Cartographer
OpenBlocks:tastyClay, Tasty Clay
OpenBlocks:goldenEye, Golden eye
OpenBlocks:genericUnstackable:0, Pointer
OpenBlocks:cursor, Cursor
OpenBlocks:infoBook, World Domination with OpenBlocks
OpenBlocks:devnull, /dev/null
OpenBlocks:spongeonastick, Sponge
OpenBlocks:pedometer, Pedometer
OpenBlocks:epicEraser, Epic Eraser
OpenBlocks:wrench, Big Metal Bar
OpenComputers:item:27, Arithmetic Logic Unit (ALU)
OpenComputers:item:101, Accelerated Processing Unit (APU) (Tier 1)
OpenComputers:item:102, Accelerated Processing Unit (APU) (Tier 2)
OpenComputers:item:103, Accelerated Processing Unit (APU) (Creative)
OpenComputers:item:18, Grog
OpenComputers:item:0, Analyzer
OpenComputers:item:21, Arrow Keys
OpenComputers:item:20, Button Group
OpenComputers:item:29, Central Processing Unit (CPU) (Tier 1)
OpenComputers:item:42, Central Processing Unit (CPU) (Tier 2)
OpenComputers:item:43, Central Processing Unit (CPU) (Tier 3)
OpenComputers:item:33, Card Base
OpenComputers:item:96, Chamelium
OpenComputers:item:31, Circuit Board
OpenComputers:item:70, Component Bus (Tier 1)
OpenComputers:item:71, Component Bus (Tier 2)
OpenComputers:item:72, Component Bus (Tier 3)
OpenComputers:item:28, Control Unit (CU)
OpenComputers:item:17, Cutting Wire
OpenComputers:item:104, Data Card (Tier 1)
OpenComputers:item:105, Data Card (Tier 2)
OpenComputers:item:106, Data Card (Tier 3)
OpenComputers:item:73, Debug Card
OpenComputers:item:81, Network Debugger
OpenComputers:item:19, Disk Platter
OpenComputers:item:83, Drone Case (Tier 1)
OpenComputers:item:87, Drone Case (Tier 2)
OpenComputers:item:91, Drone Case (Creative)
OpenComputers:item:4, Floppy Disk
OpenComputers:item:8, Graphics Card (Tier 1)
OpenComputers:item:9, Graphics Card (Tier 2)
OpenComputers:item:10, Graphics Card (Tier 3)
OpenComputers:item:5, Hard Disk Drive (Tier 1) (1MB)
OpenComputers:item:6, Hard Disk Drive (Tier 2) (2MB)
OpenComputers:item:7, Hard Disk Drive (Tier 3) (4MB)
OpenComputers:item:95, Ink Cartridge
OpenComputers:item:94, Ink Cartridge (Empty)
OpenComputers:item:44, Internet Card
OpenComputers:item:48, Interweb
OpenComputers:item:51, Linked Card
OpenComputers:item:98, OpenComputers Manual
OpenComputers:item:1, Memory (Tier 1)
OpenComputers:item:50, Memory (Tier 1.5)
OpenComputers:item:2, Memory (Tier 2)
OpenComputers:item:3, Memory (Tier 2.5)
OpenComputers:item:38, Memory (Tier 3)
OpenComputers:item:39, Memory (Tier 3.5)
OpenComputers:item:24, Microchip (Tier 1)
OpenComputers:item:25, Microchip (Tier 2)
OpenComputers:item:26, Microchip (Tier 3)
OpenComputers:item:82, Microcontroller Case (Tier 1)
OpenComputers:item:86, Microcontroller Case (Tier 2)
OpenComputers:item:90, Microcontroller Case (Creative)
OpenComputers:item:107, Nanomachines
OpenComputers:item:11, Network Card
OpenComputers:item:22, Numeric Keypad
OpenComputers:item:32, Printed Circuit Board (PCB)
OpenComputers:item:30, Raw Circuit Board
OpenComputers:item:66, Redstone Card (Tier 1)
OpenComputers:item:45, Server (Tier 1)
OpenComputers:item:46, Server (Tier 2)
OpenComputers:item:40, Server (Tier 3)
OpenComputers:item:69, Server (Creative)
OpenComputers:item:74, Tablet Case (Tier 1)
OpenComputers:item:92, Tablet Case (Tier 2)
OpenComputers:item:93, Tablet Case (Creative)
OpenComputers:item:41, Remote Terminal
OpenComputers:item:97, Texture Picker
OpenComputers:item:23, Transistor
OpenComputers:item:49, Angel Upgrade
OpenComputers:item:63, Battery Upgrade (Tier 1)
OpenComputers:item:64, Battery Upgrade (Tier 2)
OpenComputers:item:65, Battery Upgrade (Tier 3)
OpenComputers:item:62, Chunkloader Upgrade
OpenComputers:item:57, Card Container (Tier 1)
OpenComputers:item:58, Card Container (Tier 2)
OpenComputers:item:59, Card Container (Tier 3)
OpenComputers:item:54, Upgrade Container (Tier 1)
OpenComputers:item:55, Upgrade Container (Tier 2)
OpenComputers:item:56, Upgrade Container (Tier 3)
OpenComputers:item:14, Crafting Upgrade
OpenComputers:item:78, Database Upgrade (Tier 1)
OpenComputers:item:79, Database Upgrade (Tier 2)
OpenComputers:item:80, Database Upgrade (Tier 3)
OpenComputers:item:52, Experience Upgrade
OpenComputers:item:15, Generator Upgrade
OpenComputers:item:99, Hover Upgrade (Tier 1)
OpenComputers:item:100, Hover Upgrade (Tier 2)
OpenComputers:item:53, Inventory Upgrade
OpenComputers:item:61, Inventory Controller Upgrade
OpenComputers:item:85, Leash Upgrade
OpenComputers:item:36, Navigation Upgrade
OpenComputers:item:75, Piston Upgrade
OpenComputers:item:35, Sign I/O Upgrade
OpenComputers:item:34, Solar Generator Upgrade
OpenComputers:item:76, Tank Upgrade
OpenComputers:item:77, Tank Controller Upgrade
OpenComputers:item:67, Tractor Beam Upgrade
OpenComputers:item:13, Wireless Network Card
OpenComputers:item:89, World Sensor Card
OpenComputers:item:84, Crecopter
OpenComputers:item:0, Microcontroller
OpenComputers:item:0, Creatix
OpenComputers:item:68, Tablet
OpenComputers:item:0, Hover Boots
OpenComputers:item:0, EEPROM (Lua BIOS)
OpenComputers:eeprom, EEPROM
OpenComputers:wrench, Scrench
OpenComputers:hoverBoots, Hover Boots
PneumaticCraft:plasticBucket, Plastic Bucket
PneumaticCraft:etchacidBucket, Etching Acid Bucket
PneumaticCraft:lpgBucket, LPG Bucket
PneumaticCraft:fuelBucket, Gasoline Bucket
PneumaticCraft:keroseneBucket, Kerosene Bucket
PneumaticCraft:dieselBucket, Diesel Bucket
PneumaticCraft:oilBucket, Oil Bucket
PneumaticCraft:lubricantBucket, Lubricant Bucket
PneumaticCraft:gpsTool, GPS Tool
PneumaticCraft:machineUpgrade:0, Volume Upgrade
PneumaticCraft:machineUpgrade:1, Dispenser Upgrade
PneumaticCraft:machineUpgrade:2, Item Life Upgrade
PneumaticCraft:machineUpgrade:3, Entity Tracker Upgrade
PneumaticCraft:machineUpgrade:4, Block Tracker Upgrade
PneumaticCraft:machineUpgrade:5, Speed Upgrade
PneumaticCraft:machineUpgrade:6, Item Search Upgrade
PneumaticCraft:machineUpgrade:7, Coordinate Tracker Upgrade
PneumaticCraft:machineUpgrade:8, Range Upgrade
PneumaticCraft:machineUpgrade:9, Security Upgrade
PneumaticCraft:machineUpgrade:10, Thaumcraft Upgrade
PneumaticCraft:ingotIronCompressed, Compressed Iron Ingot
PneumaticCraft:pressureGauge, Pressure Gauge
PneumaticCraft:stoneBase, Stone Base
PneumaticCraft:cannonBarrel, Cannon Barrel
PneumaticCraft:turbineBlade, Turbine Blade
PneumaticCraft:plasticPlant:0, Squid Plant Seeds
PneumaticCraft:plasticPlant:1, Fire Flower Seeds
PneumaticCraft:plasticPlant:2, Creeper Plant Seeds
PneumaticCraft:plasticPlant:3, Slime Plant Seeds
PneumaticCraft:plasticPlant:4, Rain Plant Seeds
PneumaticCraft:plasticPlant:5, Ender Plant Seeds
PneumaticCraft:plasticPlant:6, Lightning Plant Seeds
PneumaticCraft:plasticPlant:8, Burst Plant Seeds
PneumaticCraft:plasticPlant:9, Potion Plant Seeds
PneumaticCraft:plasticPlant:10, Repulsion Plant Seeds
PneumaticCraft:plasticPlant:11, Helium Plant Seeds
PneumaticCraft:plasticPlant:12, Chopper Plant Seeds
PneumaticCraft:plasticPlant:14, Propulsion Plant Seeds
PneumaticCraft:plasticPlant:15, Flying Flower Seeds
PneumaticCraft:plastic:0, Black Plastic
PneumaticCraft:plastic:1, Red Plastic
PneumaticCraft:plastic:2, Green Plastic
PneumaticCraft:plastic:3, Brown Plastic
PneumaticCraft:plastic:4, Blue Plastic
PneumaticCraft:plastic:5, Purple Plastic
PneumaticCraft:plastic:6, Cyan Plastic
PneumaticCraft:plastic:8, Gray Plastic
PneumaticCraft:plastic:9, Pink Plastic
PneumaticCraft:plastic:10, Lime Plastic
PneumaticCraft:plastic:11, Yellow Plastic
PneumaticCraft:plastic:12, Light Blue Plastic
PneumaticCraft:plastic:14, Orange Plastic
PneumaticCraft:plastic:15, White Plastic
PneumaticCraft:airCanister, Air Canister
PneumaticCraft:vortexCannon, Vortex Cannon
PneumaticCraft:pneumaticCilinder, Pneumatic Cylinder
PneumaticCraft:pneumaticHelmet, Pneumatic Helmet
PneumaticCraft:manometer, Manometer
PneumaticCraft:turbineRotor, Turbine Rotor
PneumaticCraft:assemblyProgram:0, Assembly Program: Drill
PneumaticCraft:assemblyProgram:1, Assembly Program: Laser
PneumaticCraft:assemblyProgram:2, Assembly Program: Drill & Laser
PneumaticCraft:emptyPCB, Empty PCB
PneumaticCraft:unassembledPCB, Unassembled PCB
PneumaticCraft:pcbBlueprint, PCB Blueprint
PneumaticCraft:transistor, Transistor
PneumaticCraft:capacitor, Capacitor
PneumaticCraft:printedCircuitBoard, Printed Circuit Board
PneumaticCraft:failedPCB, Failed PCB
PneumaticCraft:networkComponent:0, Diagnostic Subroutine
PneumaticCraft:networkComponent:1, Network API
PneumaticCraft:networkComponent:2, Network Data Storage
PneumaticCraft:networkComponent:3, Network IO Port
PneumaticCraft:networkComponent:4, Network Registry
PneumaticCraft:networkComponent:5, Network Node
PneumaticCraft:stopWorm, STOP! -Worm
PneumaticCraft:nukeVirus, Nuke Virus
PneumaticCraft:compressedIronGear, Compressed Iron Gear
PneumaticCraft:pneumaticWrench, Pneumatic Wrench
PneumaticCraft:drone, Drone
PneumaticCraft:advancedPCB, Advanced PCB
PneumaticCraft:remote, Remote
PneumaticCraft:seismicSensor, Seismic Sensor
PneumaticCraft:logisticsConfigurator, Logistics Configurator
PneumaticCraft:logisticFrameRequester, Logistic Requester Frame
PneumaticCraft:logisticFrameDefaultStorage, Logistic Default Storage Frame
PneumaticCraft:logisticFrameStorage, Logistic Storage Frame
PneumaticCraft:logisticFramePassiveProvider, Logistic Passive Provider Frame
PneumaticCraft:logisticFrameActiveProvider, Logistic Active Provider Frame
PneumaticCraft:logisticDrone, Logistic Drone
PneumaticCraft:gunAmmo, Gun Ammo
PneumaticCraft:amadronTablet, Amadron Tablet
PneumaticCraft:minigun, Minigun
PneumaticCraft:safetyTubeModule, Safety Tube Module
PneumaticCraft:pressureGaugeModule, Pressure Gauge Tube Module
PneumaticCraft:flowDetectorModule, Flow Detector Tube Module
PneumaticCraft:airGrateModule, Air Grate Tube Module
PneumaticCraft:regulatorTubeModule, Regulator Tube Module
PneumaticCraft:chargingModule, Charging Module
PneumaticCraft:logisticsModule, Logistics Module
PneumaticCraft:plasticElectronTube:0, Squid Plant Electron Tube
PneumaticCraft:plasticElectronTube:1, Fire Flower Electron Tube
PneumaticCraft:plasticElectronTube:2, Creeper Plant Electron Tube
PneumaticCraft:plasticElectronTube:3, Slime Plant Electron Tube
PneumaticCraft:plasticElectronTube:4, Rain Plant Electron Tube
PneumaticCraft:plasticElectronTube:5, Ender Plant Electron Tube
PneumaticCraft:plasticElectronTube:6, Lightning Plant Electron Tube
PneumaticCraft:plasticElectronTube:8, Burst Plant Electron Tube
PneumaticCraft:plasticElectronTube:9, Potion Plant Electron Tube
PneumaticCraft:plasticElectronTube:10, Repulsion Plant Electron Tube
PneumaticCraft:plasticElectronTube:11, Helium Plant Electron Tube
PneumaticCraft:plasticElectronTube:12, Chopper Plant Electron Tube
PneumaticCraft:plasticElectronTube:14, Propulsion Plant Electron Tube
PneumaticCraft:plasticElectronTube:15, Flying Flower Electron Tube
PneumaticCraft:heatFrame, Heat Frame
RandomThings:biomeCapsule, Biome Capsule
RandomThings:biomePainter:0, Biome Painter
RandomThings:whitestone:0, White Stone [Uncharged]
RandomThings:whitestone:1, White Stone [Charged]
RandomThings:voidStone, Void Stone
RandomThings:dropFilter:0, Drop Filter
RandomThings:dropFilter:1, Voiding Drop Filter
RandomThings:enderLetter:0, Ender Letter
RandomThings:spectreKey, Spectre Key
RandomThings:opSpectreKey, Op Spectre Key
RandomThings:spectreHelmet, Spectre Helmet
RandomThings:spectreChestplate, Spectre Chestplate
RandomThings:spectreLeggings, Spectre Leggings
RandomThings:spectreBoots, Spectre Boots
RandomThings:spectreSword, Spectre Sword
RandomThings:spiritBinder, Spirit Binder
RandomThings:imbue:0, Flask of Poison
RandomThings:imbue:1, Flask of Experience
RandomThings:imbue:2, Flask of Fire
RandomThings:imbue:3, Flask of Withering
RandomThings:imbue:4, Flask of Weakness
RandomThings:imbue:5, Flask of Spectre
RandomThings:bloodStone, Bloodstone
RandomThings:creativeSword, Creative Sword
RandomThings:creativeGrower, Creative Grower
RandomThings:creativeChestGenerator, Creative Chest Generator
RandomThings:soundRecorder, Sound Recorder
RandomThings:ginto:0, Empty Ginto
RandomThings:ginto:1, Filled Ginto
RandomThings:ingredient:0, Player Core
RandomThings:ingredient:1, Obsidian Stick
RandomThings:ingredient:2, Ender Fragment
RandomThings:ingredient:3, Ectoplasm
RandomThings:ingredient:4, Spectre Iron
RandomThings:ingredient:5, Transformation Core
RandomThings:ingredient:6, Ender Diamond
RandomThings:ingredient:7, Energized Water
RandomThings:filter:0, Block Filter
RandomThings:filter:1, Item Filter
RandomThings:filter:2, Entity Filter
RandomThings:filter:3, Position Filter
RedstonePasteMod:stickyRepeater, Sticky Repeater
RedstonePasteMod:stickyComparator, Sticky Comparator
RefinedRelocation:linker, item.linker.name
RefinedRelocation:sortingUpgrade:0, Sorting Upgrade
RefinedRelocation:sortingUpgrade:1, Sorting Upgrade
RefinedRelocation:playerRelocator, Player Relocator
RefinedRelocation:relocatorModule:0, Module Base
RefinedRelocation:relocatorModule:1, Module Filter
RefinedRelocation:relocatorModule:2, Module One Way
RefinedRelocation:relocatorModule:3, Module Extraction
RefinedRelocation:relocatorModule:4, Module Blocked Extraction
RefinedRelocation:relocatorModule:5, Module Sneaky
RefinedRelocation:relocatorModule:6, Module Stock
RefinedRelocation:relocatorModule:7, Module Redstone Gate
RefinedRelocation:relocatorModule:8, Module Spread
RefinedRelocation:relocatorModule:9, Module Item Detector
RefinedRelocation:relocatorModule:10, Multi Module
RefinedRelocation:relocatorModule:11, Module Sneaky Extraction
RefinedRelocation:relocatorModule:12, Module Crafting
RefinedRelocation:toolbox, Toolbox
Sanguimancy:playerSacrificer:0, Unattuned Player Sacrificing Stone
Sanguimancy:playerSacrificer:1, Attuned Player Sacrificing Stone
Sanguimancy:playerSacrificer:2, Focused Player Sacrificing Stone
Sanguimancy:playerSacrificer:3, Way to Die!
Sanguimancy:soulCorruptionTest:0, Add Soul Corruption
Sanguimancy:soulCorruptionTest:1, Remove Soul Corruption
Sanguimancy:soulCorruptionTest:2, Negate Soul Corruption
Sanguimancy:soulCorruptionTest:3, Soul Corruption Reader
Sanguimancy:corruptionCatalist, Corruption Catalyst
Sanguimancy:bloodAmulet, Blood Amulet
Sanguimancy:wand:0, Wand
Sanguimancy:chunkClaimer, Soul Chunk Claimer
Sanguimancy:corruptedSword, Corrupted Blade
Sanguimancy:corruptedPickaxe, Corrupted Pickaxe
Sanguimancy:corruptedShovel, Corrupted Shovel
Sanguimancy:corruptedAxe, Corrupted Axe
Sanguimancy:resource:0, Corrupted Demon Shard
Sanguimancy:resource:1, Corrupted Mineral
Sanguimancy:resource:2, Imbued Stick
Sanguimancy:resource:3, Ethereal Manifestation
Sanguimancy:resource:4, Sanguine Shifter
Sanguimancy:soulTransporter, Soul Transporter
Sanguimancy:telepositionSigil, Teleposition Sigil
Sanguimancy:transpositionSigil, Sigil of Transposition
SilentGems:Gem:0, Ruby
SilentGems:Gem:1, Garnet
SilentGems:Gem:2, Topaz
SilentGems:Gem:3, Heliodor
SilentGems:Gem:4, Peridot
SilentGems:Gem:5, Beryl
SilentGems:Gem:6, Aquamarine
SilentGems:Gem:7, Sapphire
SilentGems:Gem:8, Iolite
SilentGems:Gem:9, Amethyst
SilentGems:Gem:10, Morganite
SilentGems:Gem:11, Onyx
SilentGems:Gem:16, Supercharged Ruby
SilentGems:Gem:17, Supercharged Garnet
SilentGems:Gem:18, Supercharged Topaz
SilentGems:Gem:19, Supercharged Heliodor
SilentGems:Gem:20, Supercharged Peridot
SilentGems:Gem:21, Supercharged Beryl
SilentGems:Gem:22, Supercharged Aquamarine
SilentGems:Gem:23, Supercharged Sapphire
SilentGems:Gem:24, Supercharged Iolite
SilentGems:Gem:25, Supercharged Amethyst
SilentGems:Gem:26, Supercharged Morganite
SilentGems:Gem:27, Supercharged Onyx
SilentGems:GemShard:0, Ruby Shard
SilentGems:GemShard:1, Garnet Shard
SilentGems:GemShard:2, Topaz Shard
SilentGems:GemShard:3, Heliodor Shard
SilentGems:GemShard:4, Peridot Shard
SilentGems:GemShard:5, Beryl Shard
SilentGems:GemShard:6, Aquamarine Shard
SilentGems:GemShard:7, Sapphire Shard
SilentGems:GemShard:8, Iolite Shard
SilentGems:GemShard:9, Amethyst Shard
SilentGems:GemShard:10, Morganite Shard
SilentGems:GemShard:11, Onyx Shard
SilentGems:CraftingMaterials:3, Chaos Essence
SilentGems:CraftingMaterials:4, Enriched Chaos Essence
SilentGems:CraftingMaterials:13, Crystallized Chaos Essence
SilentGems:CraftingMaterials:11, Chaos Essence Shard
SilentGems:CraftingMaterials:21, Life Essence
SilentGems:CraftingMaterials:7, Nether Shard
SilentGems:CraftingMaterials:14, Nether Cluster
SilentGems:CraftingMaterials:16, Chaos Core
SilentGems:CraftingMaterials:12, Chaos Coal
SilentGems:CraftingMaterials:0, Ornate Stick
SilentGems:CraftingMaterials:20, Fluffy Fabric
SilentGems:CraftingMaterials:17, Gilded String
SilentGems:CraftingMaterials:19, Tool Upgrade Base
SilentGems:CraftingMaterials:15, Mini Pylon
SilentGems:CraftingMaterials:1, Mystery Goo
SilentGems:CraftingMaterials:5, Plume
SilentGems:CraftingMaterials:6, Golden Plume
SilentGems:CraftingMaterials:2, Ball of Yarn
SilentGems:CraftingMaterials:10, Rawhide Bone
SilentGems:CraftingMaterials:18, Iron Potato
SilentGems:CraftingMaterials:8, Chaos Capacitor (Deprecated)
SilentGems:CraftingMaterials:9, Chaos Booster (Deprecated)
SilentGems:Food:0, Potato on a Stick
SilentGems:Food:1, Sugar Cookie
SilentGems:Food:2, Secret Donut
SilentGems:Food:3, Uncooked Meaty Stew
SilentGems:Food:4, Meaty Stew
SilentGems:Food:5, Candy Cane
SilentGems:TorchBandolier, item.null.name
SilentGems:TeleporterLinker, item.null.name
SilentGems:FluffySeed, item.FluffySeed.name
SilentGems:ReturnHome, item.null.name
SilentGems:SummonPet:0, Summon Kitty
SilentGems:SummonPet:1, Summon Puppy
SilentGems:EnchantmentToken:256, Enchantment Token
SilentGems:EnchantmentToken:34, Enchantment Token
SilentGems:EnchantmentToken:18, Enchantment Token
SilentGems:EnchantmentToken:20, Enchantment Token
SilentGems:EnchantmentToken:19, Enchantment Token
SilentGems:EnchantmentToken:21, Enchantment Token
SilentGems:EnchantmentToken:16, Enchantment Token
SilentGems:EnchantmentToken:17, Enchantment Token
SilentGems:EnchantmentToken:50, Enchantment Token
SilentGems:EnchantmentToken:51, Enchantment Token
SilentGems:EnchantmentToken:48, Enchantment Token
SilentGems:EnchantmentToken:49, Enchantment Token
SilentGems:EnchantmentToken:32, Enchantment Token
SilentGems:EnchantmentToken:35, Enchantment Token
SilentGems:EnchantmentToken:33, Enchantment Token
SilentGems:EnchantmentToken:61, Enchantment Token
SilentGems:EnchantmentToken:62, Enchantment Token
SilentGems:EnchantmentToken:6, Enchantment Token
SilentGems:EnchantmentToken:3, Enchantment Token
SilentGems:EnchantmentToken:2, Enchantment Token
SilentGems:EnchantmentToken:1, Enchantment Token
SilentGems:EnchantmentToken:4, Enchantment Token
SilentGems:EnchantmentToken:0, Enchantment Token
SilentGems:EnchantmentToken:5, Enchantment Token
SilentGems:EnchantmentToken:7, Enchantment Token
SilentGems:EnchantmentToken:128, Enchantment Token
SilentGems:EnchantmentToken:129, Enchantment Token
SilentGems:EnchantmentToken:130, Enchantment Token
SilentGems:EnchantmentToken:131, Enchantment Token
SilentGems:ToolUpgrade:0, Upgrade: Iron-Tipped
SilentGems:ToolUpgrade:1, Upgrade: Diamond-Tipped
SilentGems:ToolUpgrade:3, Upgrade: Emerald-Tipped
SilentGems:ToolUpgrade:4, Upgrade: Gold-Tipped
SilentGems:ToolUpgrade:2, Upgrade: No Glint
SilentGems:ChaosRune:0, Chaos Rune
SilentGems:ChaosRune:1, Chaos Rune
SilentGems:ChaosRune:2, Chaos Rune
SilentGems:ChaosRune:3, Chaos Rune
SilentGems:ChaosRune:4, Chaos Rune
SilentGems:ChaosRune:5, Chaos Rune
SilentGems:ChaosRune:6, Chaos Rune
SilentGems:ChaosRune:7, Chaos Rune
SilentGems:ChaosRune:8, Chaos Rune
SilentGems:ChaosRune:9, Chaos Rune
SilentGems:ChaosRune:10, Chaos Rune
SilentGems:ChaosRune:11, Chaos Rune
SilentGems:ChaosRune:12, Chaos Rune
SilentGems:ChaosRune:13, Chaos Rune
SilentGems:Dye:0, Black Dye
SilentGems:Dye:4, Blue Dye
SilentGems:BrokenTool, item.null.name
SilentGems:ChaosGem0, item.null.name
SilentGems:ChaosGem1, item.null.name
SilentGems:ChaosGem2, item.null.name
SilentGems:ChaosGem3, item.null.name
SilentGems:ChaosGem4, item.null.name
SilentGems:ChaosGem5, item.null.name
SilentGems:ChaosGem6, item.null.name
SilentGems:ChaosGem7, item.null.name
SilentGems:ChaosGem8, item.null.name
SilentGems:ChaosGem9, item.null.name
SilentGems:ChaosGem10, item.null.name
SilentGems:ChaosGem11, item.null.name
SilentGems:ChaosGem42, item.null.name
SilentGems:ToolRenderHelper, item.null.name
